thick,crossplane,y,x,r,temp
1.5848822661315668e-06,7.78279485972923,2,1,0.6,300
1.995236539127479e-06,8.052079739204718,2,1,0.6,300
2.5120056467458373e-06,8.323149437282176,2,1,0.6,300
3.162295551370164e-06,8.534716038701216,2,1,0.6,300
3.98116736654831e-06,8.750003518835271,2,1,0.6,300
5.011889586563618e-06,8.927323752442883,2,1,0.6,300
6.30965836447685e-06,9.09048791317521,2,1,0.6,300
7.943283170598298e-06,9.247067724455329,2,1,0.6,300
1.0000025821528103e-05,9.346801304908286,2,1,0.6,300
1.2589326266644799e-05,9.437621581753335,2,1,0.6,300
1.5848951054366e-05,9.539344873715828,2,1,0.6,300
1.995258871100107e-05,9.578181022854837,2,1,0.6,300
2.5118948612511983e-05,9.664914152702973,2,1,0.6,300
3.1622908326295374e-05,9.706284632365756,2,1,0.6,300
3.981069656482211e-05,9.74229825340087,2,1,0.6,300
5.0118679614895634e-05,9.77300005323355,2,1,0.6,300
6.309567631559658e-05,9.789110956094374,2,1,0.6,300
7.943284889093286e-05,9.833218227969756,2,1,0.6,300
9.999999605524882e-05,9.8343783452116,2,1,0.6,300
1.2593626302534045e-09,0.5815164113547344,1,1,0.6,200
1.5921507129540797e-09,0.6839226201041151,1,1,0.6,200
2.0426306070648414e-09,0.7639131966275923,1,1,0.6,200
2.5088896962731037e-09,0.8278920823619736,1,1,0.6,200
3.1052468702564054e-09,0.9166058620789019,1,1,0.6,200
3.952487439309656e-09,1.0587490091514027,1,1,0.6,200
4.991849597111044e-09,1.1416179816691865,1,1,0.6,200
6.306164136035962e-09,1.2758717913732847,1,1,0.6,200
7.900010581596e-09,1.409798096751983,1,1,0.6,200
9.984617147951659e-09,1.545269798930832,1,1,0.6,200
1.259423947727329e-08,1.7155216555294033,1,1,0.6,200
1.5871224261079323e-08,1.8883701098506633,1,1,0.6,200
2.001734360612011e-08,2.068510765713692,1,1,0.6,200
2.5098511173436188e-08,2.284183702489367,1,1,0.6,200
3.163960414048512e-08,2.491719122694537,1,1,0.6,200
3.978097138491889e-08,2.735576132386311,1,1,0.6,200
5.008785673628196e-08,2.985656345379419,1,1,0.6,200
6.310766299456252e-08,3.266930081994233,1,1,0.6,200
7.943558797573507e-08,3.5283838146420528,1,1,0.6,200
9.994536566765796e-08,3.8430685622490492,1,1,0.6,200
1.2595841285816212e-07,4.164922965093244,1,1,0.6,200
1.584937035053704e-07,4.496153444169447,1,1,0.6,200
1.994729002384676e-07,4.84438779812415,1,1,0.6,200
2.5108913144598135e-07,5.2146654431138675,1,1,0.6,200
3.162949161757455e-07,5.591822116812881,1,1,0.6,200
3.9820440642758536e-07,5.993725888291878,1,1,0.6,200
5.011505790615491e-07,6.3786582159741325,1,1,0.6,200
6.30872196092339e-07,6.780485790752501,1,1,0.6,200
7.9427525466207e-07,7.182542114229153,1,1,0.6,200
9.999724712375325e-07,7.60931147494361,1,1,0.6,200
1.2589555129851803e-06,8.013100171175797,1,1,0.6,200
1.5849226927627794e-06,8.394110356766873,1,1,0.6,200
1.9953328136250448e-06,8.797659958155176,1,1,0.6,200
2.5118954956204113e-06,9.145562991863914,1,1,0.6,200
3.1623027004443626e-06,9.46541992300697,1,1,0.6,200
3.981027200604409e-06,9.805100313619054,1,1,0.6,200
5.011926021412806e-06,10.091496937433241,1,1,0.6,200
6.309543437969149e-06,10.374000014848757,1,1,0.6,200
7.94326551721477e-06,10.578678841853357,1,1,0.6,200
9.999908757216954e-06,10.780365532723282,1,1,0.6,200
1.258926553336452e-05,10.953949810286714,1,1,0.6,200
1.5848886382857623e-05,11.09481924909373,1,1,0.6,200
1.9952526251345843e-05,11.22188631116372,1,1,0.6,200
2.51188730268255e-05,11.305032047463639,1,1,0.6,200
3.162289979848162e-05,11.396910495439073,1,1,0.6,200
3.981077502367603e-05,11.465015798805887,1,1,0.6,200
5.0118691343638936e-05,11.525814003043898,1,1,0.6,200
6.309575232199243e-05,11.554851860900722,1,1,0.6,200
7.94328946469452e-05,11.591472105450407,1,1,0.6,200
9.999990640013587e-05,11.624781912290985,1,1,0.6,200
1.1530389928782986e-09,0.8386709091723586,2,2,0.4,500
1.6446086514749935e-09,0.9128898627463821,2,2,0.4,500
2.02250302539901e-09,1.0129470106348686,2,2,0.4,500
2.4840862754294617e-09,1.1277521842468257,2,2,0.4,500
3.1374876136186017e-09,1.2215841254382824,2,2,0.4,500
4.065083668657514e-09,1.3343855157857574,2,2,0.4,500
5.01459879327392e-09,1.4586433505192986,2,2,0.4,500
6.285977502134438e-09,1.5843171681525798,2,2,0.4,500
7.956549025375487e-09,1.703886974664591,2,2,0.4,500
1.0063568590143913e-08,1.836033405750071,2,2,0.4,500
1.2623229809467528e-08,1.952896959741703,2,2,0.4,500
1.5891095550356187e-08,2.080529055468589,2,2,0.4,500
2.000393978641113e-08,2.2049745761631687,2,2,0.4,500
2.5149507198849854e-08,2.33437107903184,2,2,0.4,500
3.159185315753978e-08,2.488092184713373,2,2,0.4,500
3.988086633149309e-08,2.6233455459737547,2,2,0.4,500
5.016058209155842e-08,2.7526019053894673,2,2,0.4,500
6.310573265196022e-08,2.9009298469590066,2,2,0.4,500
7.943769554424681e-08,3.069552249490857,2,2,0.4,500
9.994866620271642e-08,3.213318661125032,2,2,0.4,500
1.2587224878853442e-07,3.371451133142788,2,2,0.4,500
1.584680288742595e-07,3.508136965322215,2,2,0.4,500
1.994101488839252e-07,3.6490853889128094,2,2,0.4,500
2.512704643180775e-07,3.807832434380588,2,2,0.4,500
3.1623972641299684e-07,3.962950450566477,2,2,0.4,500
3.98167070047657e-07,4.099859060603605,2,2,0.4,500
5.012054115767407e-07,4.237738460003853,2,2,0.4,500
6.309461925359753e-07,4.4009144491871375,2,2,0.4,500
7.944313967520424e-07,4.511912039150792,2,2,0.4,500
9.999213009477785e-07,4.666923065768457,2,2,0.4,500
1.2589253520028657e-06,4.78926585824066,2,2,0.4,500
1.5849845228125348e-06,4.875013600452049,2,2,0.4,500
1.9953277826721198e-06,4.9698873782212845,2,2,0.4,500
2.5118301117193447e-06,5.07826871066702,2,2,0.4,500
3.1622682068675966e-06,5.151888826630164,2,2,0.4,500
3.981117289728603e-06,5.209223514211239,2,2,0.4,500
5.011835168412602e-06,5.279847179311459,2,2,0.4,500
6.3095194368487966e-06,5.326953534096598,2,2,0.4,500
7.943167982484205e-06,5.373333283188446,2,2,0.4,500
1.0000061516269113e-05,5.41938936248213,2,2,0.4,500
1.2589258055430146e-05,5.435062508831458,2,2,0.4,500
1.5848845007661843e-05,5.445711820505565,2,2,0.4,500
1.9952614545644612e-05,5.497962045990839,2,2,0.4,500
2.5118806747539726e-05,5.5037450916324975,2,2,0.4,500
3.162272224158465e-05,5.513806325290276,2,2,0.4,500
3.981059311673782e-05,5.524714109936112,2,2,0.4,500
5.011869925009067e-05,5.5465968336352995,2,2,0.4,500
6.309572531548208e-05,5.555553228078178,2,2,0.4,500
7.943281602847357e-05,5.551317737490358,2,2,0.4,500
9.999998701170678e-05,5.58285272185709,2,2,0.4,500
1.1026028241314843e-09,0.8850401682345782,2,1,0.3,500
1.4941554280877196e-09,0.9861000246994273,2,1,0.3,500
1.9798051155921123e-09,1.0820488368242862,2,1,0.3,500
2.4794626839661614e-09,1.182406989416522,2,1,0.3,500
3.2005543831247324e-09,1.295667267470039,2,1,0.3,500
4.0039047748351955e-09,1.4349458432051656,2,1,0.3,500
5.005421911808042e-09,1.5600998334306082,2,1,0.3,500
6.244317795072741e-09,1.6872979355695625,2,1,0.3,500
7.974525867362103e-09,1.8093071394071736,2,1,0.3,500
1.0017656081494476e-08,1.92527949969209,2,1,0.3,500
1.2556080270712695e-08,2.086948103932889,2,1,0.3,500
1.5894236850609953e-08,2.217616974535588,2,1,0.3,500
1.989948038769952e-08,2.380009468799644,2,1,0.3,500
2.517197390809926e-08,2.517982210012294,2,1,0.3,500
3.1572295662606437e-08,2.67176580135255,2,1,0.3,500
3.975658984864144e-08,2.8487350823100566,2,1,0.3,500
5.014246939602336e-08,2.9957107591246883,2,1,0.3,500
6.307302212565293e-08,3.1555703133218937,2,1,0.3,500
7.939422318728068e-08,3.319314601413101,2,1,0.3,500
9.996540063771102e-08,3.512741347708403,2,1,0.3,500
1.259293232385422e-07,3.6920116643567664,2,1,0.3,500
1.5852662184708e-07,3.886527892964451,2,1,0.3,500
1.9960904021326938e-07,4.045194962699892,2,1,0.3,500
2.511081872983224e-07,4.218824656428883,2,1,0.3,500
3.162124201871709e-07,4.3950838631252305,2,1,0.3,500
3.980797400864755e-07,4.5978083761637025,2,1,0.3,500
5.011654951542403e-07,4.75682030565903,2,1,0.3,500
6.310062966060224e-07,4.917937902145139,2,1,0.3,500
7.9434214744178e-07,5.078534818371274,2,1,0.3,500
9.999470521346092e-07,5.228053517814203,2,1,0.3,500
1.2589911044881748e-06,5.402961206385986,2,1,0.3,500
1.5848824574279865e-06,5.498969648562803,2,1,0.3,500
1.995203297404204e-06,5.629073268389411,2,1,0.3,500
2.5119327152762727e-06,5.763266816862725,2,1,0.3,500
3.1623451851360497e-06,5.837014998654819,2,1,0.3,500
3.980982477375853e-06,5.895538111940387,2,1,0.3,500
5.011888763754859e-06,5.985217411879719,2,1,0.3,500
6.309538041383222e-06,6.051877115746049,2,1,0.3,500
7.943259243206703e-06,6.093251789100301,2,1,0.3,500
1.000000266787252e-05,6.1418255145101375,2,1,0.3,500
1.2589290893675495e-05,6.174605800110801,2,1,0.3,500
1.5848885358313462e-05,6.191458505557541,2,1,0.3,500
1.9952627462111886e-05,6.214933668954115,2,1,0.3,500
2.511888094029096e-05,6.249452176011465,2,1,0.3,500
3.162282588624217e-05,6.261654939543741,2,1,0.3,500
3.98106688144319e-05,6.2779967900266875,2,1,0.3,500
5.011870231995911e-05,6.2921573448619315,2,1,0.3,500
6.309564936617556e-05,6.307058647601154,2,1,0.3,500
7.943274667546669e-05,6.291106347215704,2,1,0.3,500
0.00010000000530519124,6.3054491476527765,2,1,0.3,500
1.2986430668194118e-09,0.8377194130404886,1,1,0.5,500
1.5923763190816297e-09,0.9171834926951912,1,1,0.5,500
2.0392716524776332e-09,1.0073155091247776,1,1,0.5,500
2.4501369464470196e-09,1.1217672926453095,1,1,0.5,500
3.1703646291354283e-09,1.2190963909548862,1,1,0.5,500
3.933472202969131e-09,1.3448833884573714,1,1,0.5,500
5.050444384798948e-09,1.5023723293850433,1,1,0.5,500
6.259168291744382e-09,1.6487932959713367,1,1,0.5,500
7.971488368113715e-09,1.7904959904085922,1,1,0.5,500
9.98518058415723e-09,1.9513178871533439,1,1,0.5,500
1.2619387273160517e-08,2.0961545279885705,1,1,0.5,500
1.589329374766495e-08,2.274384409431563,1,1,0.5,500
2.0006997107174712e-08,2.4520894177756993,1,1,0.5,500
2.5106316572802482e-08,2.6767119182905144,1,1,0.5,500
3.16464859621481e-08,2.858760281254864,1,1,0.5,500
3.9852642472016255e-08,3.1048533776215947,1,1,0.5,500
5.0080012358885834e-08,3.3068196157132186,1,1,0.5,500
6.312831975480815e-08,3.5535744125596636,1,1,0.5,500
7.943155304121517e-08,3.812528329032852,1,1,0.5,500
9.997227516622772e-08,4.068941841025743,1,1,0.5,500
1.2596483685445104e-07,4.352777964574891,1,1,0.5,500
1.5842263898371357e-07,4.622004153843233,1,1,0.5,500
1.9948540979112164e-07,4.901721859535777,1,1,0.5,500
2.511698519549463e-07,5.204422347657584,1,1,0.5,500
3.1624128332916974e-07,5.478311748508621,1,1,0.5,500
3.980970477894075e-07,5.797113744169317,1,1,0.5,500
5.010943976540025e-07,6.08031845491016,1,1,0.5,500
6.308551370811534e-07,6.37771862196534,1,1,0.5,500
7.943715498550213e-07,6.687402589237615,1,1,0.5,500
1.0000152572032203e-06,6.951158605990383,1,1,0.5,500
1.2589253207006238e-06,7.225374140770775,1,1,0.5,500
1.58485902163962e-06,7.461060218778288,1,1,0.5,500
1.99521881852384e-06,7.685433048939248,1,1,0.5,500
2.5119930212142725e-06,7.877646143596311,1,1,0.5,500
3.1623463632357622e-06,8.090971872082935,1,1,0.5,500
3.981015325302615e-06,8.251125725011782,1,1,0.5,500
5.011888736892932e-06,8.404000001264492,1,1,0.5,500
6.309649862513882e-06,8.53333815444447,1,1,0.5,500
7.943390329094233e-06,8.655877442308855,1,1,0.5,500
9.999962046432542e-06,8.724914765119696,1,1,0.5,500
1.2589307514417336e-05,8.81368449819661,1,1,0.5,500
1.5848961220978916e-05,8.871180515006364,1,1,0.5,500
1.995266003103039e-05,8.933793334618285,1,1,0.5,500
2.51189300821214e-05,8.966045083415482,1,1,0.5,500
3.162277329876563e-05,9.004718004264044,1,1,0.5,500
3.9810694551360266e-05,9.027767279063044,1,1,0.5,500
5.0118650353851356e-05,9.046660133467997,1,1,0.5,500
6.30957267485208e-05,9.06578848944971,1,1,0.5,500
7.943286126281753e-05,9.09212967907737,1,1,0.5,500
0.00010000001466955435,9.09928264445832,1,1,0.5,500
1.247064696044319e-09,0.7129315934356291,1,1,0.4,300
1.5210418958318091e-09,0.7931526982996604,1,1,0.4,300
2.0782364238814783e-09,0.8824291091582692,1,1,0.4,300
2.4810738884968484e-09,0.9725249722714965,1,1,0.4,300
3.0952070909062894e-09,1.0600098177504493,1,1,0.4,300
3.9465596557701075e-09,1.191431681382161,1,1,0.4,300
5.004867603315913e-09,1.3022867163578102,1,1,0.4,300
6.397642529543607e-09,1.4055226202101487,1,1,0.4,300
7.991347220830597e-09,1.5662554691230846,1,1,0.4,300
9.979704613648569e-09,1.7171621046953163,1,1,0.4,300
1.2532737696169667e-08,1.863613435034875,1,1,0.4,300
1.5872986761556597e-08,2.0310289604511897,1,1,0.4,300
1.990168939880548e-08,2.2041296636259555,1,1,0.4,300
2.5126430202698185e-08,2.3863271063819895,1,1,0.4,300
3.1600804125850815e-08,2.6055130160388966,1,1,0.4,300
3.98420008178506e-08,2.808747451021991,1,1,0.4,300
5.012704532817479e-08,3.05876239557096,1,1,0.4,300
6.308825579023047e-08,3.2678299751390103,1,1,0.4,300
7.93467283320099e-08,3.52970679650844,1,1,0.4,300
1.0002929168316442e-07,3.8067769604258337,1,1,0.4,300
1.2588590572853512e-07,4.0766056911700845,1,1,0.4,300
1.5853142227760597e-07,4.370597379429988,1,1,0.4,300
1.994710576179685e-07,4.673035621189566,1,1,0.4,300
2.5117800041064623e-07,4.968706663268026,1,1,0.4,300
3.162106661783937e-07,5.292431079354494,1,1,0.4,300
3.9805510677366103e-07,5.624352878351104,1,1,0.4,300
5.012108679665307e-07,5.946028614678465,1,1,0.4,300
6.309949513267639e-07,6.29557525517985,1,1,0.4,300
7.943294073995002e-07,6.635765546707746,1,1,0.4,300
9.999810310815801e-07,6.9442185277997295,1,1,0.4,300
1.258968890560032e-06,7.276532602324814,1,1,0.4,300
1.5848820108446662e-06,7.5827751611904635,1,1,0.4,300
1.9951698332703205e-06,7.864868570935373,1,1,0.4,300
2.5118906933265135e-06,8.14821643251434,1,1,0.4,300
3.162319515597146e-06,8.402226850967578,1,1,0.4,300
3.98105311523102e-06,8.654263141629762,1,1,0.4,300
5.011985825106398e-06,8.845887182331394,1,1,0.4,300
6.309562703885828e-06,9.062864657595547,1,1,0.4,300
7.943255694131214e-06,9.222874595498755,1,1,0.4,300
9.999945514080288e-06,9.34958262966304,1,1,0.4,300
1.2589350885657396e-05,9.465579239874371,1,1,0.4,300
1.584887862747743e-05,9.591493921642037,1,1,0.4,300
1.9952575296713095e-05,9.661350569745668,1,1,0.4,300
2.5118916592713275e-05,9.709590775015299,1,1,0.4,300
3.162276537568419e-05,9.779778872267727,1,1,0.4,300
3.981072828987381e-05,9.845524337842162,1,1,0.4,300
5.011868388613103e-05,9.886531967220277,1,1,0.4,300
6.309569126398863e-05,9.887758178863686,1,1,0.4,300
7.943269490733637e-05,9.915591000620628,1,1,0.4,300
0.000100000027603134,9.94969233016711,1,1,0.4,300
1.269589422110031e-09,0.6161356156939134,1,1,0.1,200
1.6861732504796599e-09,0.6939850265784978,1,1,0.1,200
1.9646995770493494e-09,0.7670250978569485,1,1,0.1,200
2.509220315845392e-09,0.8561553109358004,1,1,0.1,200
3.1992566254923848e-09,0.9311064674609144,1,1,0.1,200
3.999847756031302e-09,1.0503089721909804,1,1,0.1,200
4.9870884232223375e-09,1.1255115493223224,1,1,0.1,200
6.321676204709546e-09,1.255974473971616,1,1,0.1,200
7.893392944811118e-09,1.365828049589939,1,1,0.1,200
1.0024718779481416e-08,1.4836552714698261,1,1,0.1,200
1.251944688561609e-08,1.612007097802801,1,1,0.1,200
1.58988980423947e-08,1.76649408846419,1,1,0.1,200
1.99415922636803e-08,1.8944417070335358,1,1,0.1,200
2.51448368014994e-08,2.057174310674813,1,1,0.1,200
3.161416809418682e-08,2.2217418330396654,1,1,0.1,200
3.977683092391955e-08,2.406478971242327,1,1,0.1,200
5.0093473401566865e-08,2.580644012248746,1,1,0.1,200
6.301389630154261e-08,2.8039837019041096,1,1,0.1,200
7.946216781814826e-08,2.9923141494428056,1,1,0.1,200
9.996669265347418e-08,3.235365110051894,1,1,0.1,200
1.2587447085516448e-07,3.47147570547034,1,1,0.1,200
1.5845318078313454e-07,3.7250084483071646,1,1,0.1,200
1.9947610797998845e-07,3.9972049454890315,1,1,0.1,200
2.5115692911493714e-07,4.2746382683076005,1,1,0.1,200
3.1628728930113635e-07,4.562499382833051,1,1,0.1,200
3.981004756850091e-07,4.843259998175779,1,1,0.1,200
5.012538434311241e-07,5.1686063910060165,1,1,0.1,200
6.309744174644123e-07,5.447071653343401,1,1,0.1,200
7.943178600439081e-07,5.764972416873841,1,1,0.1,200
9.999581082406628e-07,6.069979718742182,1,1,0.1,200
1.2589428946139493e-06,6.381488458331587,1,1,0.1,200
1.5848639720374272e-06,6.67114804296173,1,1,0.1,200
1.9953437520378345e-06,6.972395610195189,1,1,0.1,200
2.511898967890169e-06,7.257088723722944,1,1,0.1,200
3.1622325811999933e-06,7.55762552299199,1,1,0.1,200
3.981061285905431e-06,7.787640681246074,1,1,0.1,200
5.0117633884973555e-06,8.027979383182187,1,1,0.1,200
6.309595584566571e-06,8.251887687844176,1,1,0.1,200
7.943394047368884e-06,8.43598525889582,1,1,0.1,200
9.999996722373899e-06,8.615136748331299,1,1,0.1,200
1.2589297675379425e-05,8.781754213014459,1,1,0.1,200
1.5848838683576155e-05,8.90908535478366,1,1,0.1,200
1.9952628356145353e-05,9.034707228738727,1,1,0.1,200
2.511894949535228e-05,9.09307657336735,1,1,0.1,200
3.162288447253454e-05,9.19631523240465,1,1,0.1,200
3.9810659073713445e-05,9.279321968352944,1,1,0.1,200
5.0118705835625526e-05,9.310493881771528,1,1,0.1,200
6.30957521752522e-05,9.365993031286447,1,1,0.1,200
7.943285301646085e-05,9.39033285638155,1,1,0.1,200
9.999997006330387e-05,9.429734422223426,1,1,0.1,200
1.279705587187297e-09,0.9159336073512875,2,1,0.2,500
1.5955717989191269e-09,1.013048968114468,2,1,0.2,500
1.9985404637713273e-09,1.1316022247615412,2,1,0.2,500
2.5693963293913128e-09,1.2482947825043575,2,1,0.2,500
3.1179032485047486e-09,1.3714670063499992,2,1,0.2,500
3.96287316263216e-09,1.4859564454988308,2,1,0.2,500
5.009116750087428e-09,1.6059612675295563,2,1,0.2,500
6.284001703028797e-09,1.7403036300532182,2,1,0.2,500
8.01909299866586e-09,1.8581137270906474,2,1,0.2,500
9.955805269339694e-09,1.9879064757518028,2,1,0.2,500
1.2661069738499493e-08,2.1293791547507044,2,1,0.2,500
1.5947885632343104e-08,2.257916941460706,2,1,0.2,500
1.99428688596238e-08,2.399190529662632,2,1,0.2,500
2.513594498740577e-08,2.540708956640127,2,1,0.2,500
3.164595159359997e-08,2.666084006316139,2,1,0.2,500
3.977229555135929e-08,2.814784271978722,2,1,0.2,500
5.006548620349007e-08,2.9665407544042175,2,1,0.2,500
6.306102510851828e-08,3.1184007252844608,2,1,0.2,500
7.93543614848778e-08,3.281092221825499,2,1,0.2,500
9.997764189852251e-08,3.426430172483522,2,1,0.2,500
1.2591492516332833e-07,3.590444412829708,2,1,0.2,500
1.585429164343632e-07,3.730860292224712,2,1,0.2,500
1.9952960343383048e-07,3.9072051039423727,2,1,0.2,500
2.511754743615384e-07,4.055445895903593,2,1,0.2,500
3.161354204512258e-07,4.221473126133132,2,1,0.2,500
3.9800267509346236e-07,4.358521355346968,2,1,0.2,500
5.011842774204641e-07,4.505896671302647,2,1,0.2,500
6.309388876224051e-07,4.66087307192731,2,1,0.2,500
7.943583755816164e-07,4.787449932720419,2,1,0.2,500
1.0000054580542381e-06,4.923257678138932,2,1,0.2,500
1.258965150150631e-06,5.0342835371433905,2,1,0.2,500
1.5848972241523592e-06,5.144253790291167,2,1,0.2,500
1.9953759531582777e-06,5.247053193414627,2,1,0.2,500
2.511867734095562e-06,5.325720797824842,2,1,0.2,500
3.162279497476419e-06,5.415297403730993,2,1,0.2,500
3.981060188922874e-06,5.479254799032144,2,1,0.2,500
5.011914728378721e-06,5.53378751113066,2,1,0.2,500
6.309582888739344e-06,5.574226332006574,2,1,0.2,500
7.943233998275407e-06,5.630509204358631,2,1,0.2,500
9.999977789015196e-06,5.646713043512888,2,1,0.2,500
1.2589302197587159e-05,5.6658623596985525,2,1,0.2,500
1.5848911138138097e-05,5.697669836303323,2,1,0.2,500
1.9952570216937736e-05,5.723207978803366,2,1,0.2,500
2.511896229877285e-05,5.744766046574827,2,1,0.2,500
3.1622797821133915e-05,5.744647526625996,2,1,0.2,500
3.981065951827821e-05,5.774875451404772,2,1,0.2,500
5.011871196879154e-05,5.768621091546902,2,1,0.2,500
6.309572298245414e-05,5.775032468709561,2,1,0.2,500
7.943280900771657e-05,5.794394602971021,2,1,0.2,500
9.999995902810717e-05,5.794895817930729,2,1,0.2,500
1.2465819964730076e-09,0.7449757695462168,1,1,0.1,300
1.6252051870644854e-09,0.8445014138973065,1,1,0.1,300
1.884340335668281e-09,0.9433907425621307,1,1,0.1,300
2.3589607069832652e-09,1.0195492169524376,1,1,0.1,300
3.1540489083783833e-09,1.1527982213972023,1,1,0.1,300
3.9817074446565455e-09,1.251738929756519,1,1,0.1,300
4.9797003721688525e-09,1.3515881968235057,1,1,0.1,300
6.288097345317281e-09,1.465699903534378,1,1,0.1,300
7.954597137499007e-09,1.6111698777506986,1,1,0.1,300
1.0043483984710918e-08,1.7148645457930638,1,1,0.1,300
1.2527554823596548e-08,1.8590506451692281,1,1,0.1,300
1.5957575194855066e-08,2.0131670633943792,1,1,0.1,300
1.992896162956736e-08,2.1437401857857927,1,1,0.1,300
2.5107014471070067e-08,2.319706416570212,1,1,0.1,300
3.1685569173663315e-08,2.489372467293403,1,1,0.1,300
3.981801977930923e-08,2.689520961886091,1,1,0.1,300
5.016116935455179e-08,2.8604763582327695,1,1,0.1,300
6.309989708395577e-08,3.0573755342337905,1,1,0.1,300
7.947260769578384e-08,3.2666436966518213,1,1,0.1,300
9.996040031163065e-08,3.4985385040078523,1,1,0.1,300
1.2591411793286862e-07,3.745787134723827,1,1,0.1,300
1.5851879968208472e-07,3.988261410349674,1,1,0.1,300
1.9946111238239225e-07,4.227094914743902,1,1,0.1,300
2.511337802270114e-07,4.491856532481807,1,1,0.1,300
3.162469647732743e-07,4.768041115167888,1,1,0.1,300
3.980881357716595e-07,5.026974477099846,1,1,0.1,300
5.010679087123882e-07,5.29989235382171,1,1,0.1,300
6.309225792687791e-07,5.614709253481446,1,1,0.1,300
7.94252145675567e-07,5.886714446509711,1,1,0.1,300
1.0000207317178794e-06,6.160294594831734,1,1,0.1,300
1.2589403241639346e-06,6.4161461894340714,1,1,0.1,300
1.5848918455807684e-06,6.687013806735019,1,1,0.1,300
1.9952295457813624e-06,6.919170807477132,1,1,0.1,300
2.5119105576771547e-06,7.1608004477977465,1,1,0.1,300
3.162285383026563e-06,7.375935554790385,1,1,0.1,300
3.981114468879866e-06,7.591536808774808,1,1,0.1,300
5.011886099213601e-06,7.767375095190367,1,1,0.1,300
6.309604115076487e-06,7.91559780780917,1,1,0.1,300
7.943271196057337e-06,8.073022642552242,1,1,0.1,300
1.0000018095832844e-05,8.234056395555866,1,1,0.1,300
1.2589330336702654e-05,8.333084956701732,1,1,0.1,300
1.5848957240460774e-05,8.398450529097218,1,1,0.1,300
1.9952545206566927e-05,8.471128946298816,1,1,0.1,300
2.511889996798349e-05,8.523234901163844,1,1,0.1,300
3.162270204619628e-05,8.580302519931246,1,1,0.1,300
3.981074341432406e-05,8.638199248254796,1,1,0.1,300
5.011877664595644e-05,8.680101396429638,1,1,0.1,300
6.309571601862776e-05,8.690649391123554,1,1,0.1,300
7.943280021348461e-05,8.724934861052558,1,1,0.1,300
9.99998562751899e-05,8.732881092832795,1,1,0.1,300
1.2458770267500825e-09,0.8124921140847523,1,2,0.3,400
1.6721320210533508e-09,0.9118100953728876,1,2,0.3,400
1.997950425075951e-09,1.0177613510721628,1,2,0.3,400
2.576437645805036e-09,1.1241921333873655,1,2,0.3,400
3.1693043745257215e-09,1.2237890488373095,1,2,0.3,400
3.978549087865901e-09,1.3548434544239718,1,2,0.3,400
5.000046083936007e-09,1.4920533843026764,1,2,0.3,400
6.2652178648309134e-09,1.634835246112761,1,2,0.3,400
7.970689333091825e-09,1.7665481123806772,1,2,0.3,400
9.982670893244773e-09,1.9051143204363459,1,2,0.3,400
1.2527031134316865e-08,2.0526121089685243,1,2,0.3,400
1.577979198149274e-08,2.2125397845637536,1,2,0.3,400
1.999454458409906e-08,2.386964701794339,1,2,0.3,400
2.5182891179339337e-08,2.564208062655478,1,2,0.3,400
3.161704894912888e-08,2.743324629422758,1,2,0.3,400
3.9783587539760004e-08,2.93428987465973,1,2,0.3,400
5.0060671248414407e-08,3.129249398831107,1,2,0.3,400
6.310331654197386e-08,3.331269702912123,1,2,0.3,400
7.942208213746118e-08,3.5622993318139233,1,2,0.3,400
9.997655708278661e-08,3.7992559191942314,1,2,0.3,400
1.259695794147295e-07,4.032363117865305,1,2,0.3,400
1.5844760191547705e-07,4.290443488418798,1,2,0.3,400
1.9951899521387143e-07,4.524862755596777,1,2,0.3,400
2.512129510098245e-07,4.792002963338808,1,2,0.3,400
3.162563907416327e-07,5.055224214287366,1,2,0.3,400
3.98096724808765e-07,5.338048751763953,1,2,0.3,400
5.011672745670778e-07,5.587827507780719,1,2,0.3,400
6.309366787521732e-07,5.852920265632605,1,2,0.3,400
7.943665489489166e-07,6.144610189466675,1,2,0.3,400
1.0000458239641423e-06,6.386331714004573,1,2,0.3,400
1.2589202880121503e-06,6.6313559749939595,1,2,0.3,400
1.5848590631608443e-06,6.884016022967714,1,2,0.3,400
1.9952437827432072e-06,7.11191667083812,1,2,0.3,400
2.5119110736618447e-06,7.3034276719760305,1,2,0.3,400
3.162237501902291e-06,7.531139674893674,1,2,0.3,400
3.98106157575364e-06,7.678746202515174,1,2,0.3,400
5.0119066206538486e-06,7.850896754227683,1,2,0.3,400
6.309589653583146e-06,7.994049895010216,1,2,0.3,400
7.943344668510985e-06,8.105017603429616,1,2,0.3,400
1.0000086328837671e-05,8.196450356378167,1,2,0.3,400
1.2589244852266806e-05,8.295046200537728,1,2,0.3,400
1.584898137992287e-05,8.377601304862978,1,2,0.3,400
1.9952576632380274e-05,8.427697302571547,1,2,0.3,400
2.511887168161591e-05,8.479150326715212,1,2,0.3,400
3.162284993531565e-05,8.512833307891267,1,2,0.3,400
3.9810787424105934e-05,8.551242633707176,1,2,0.3,400
5.011866828584703e-05,8.576998441790836,1,2,0.3,400
6.309570621885844e-05,8.59515825240719,1,2,0.3,400
7.943280544760696e-05,8.601713362923956,1,2,0.3,400
0.00010000003449526203,8.636568493774679,1,2,0.3,400
1.2239170498792146e-09,0.713725534735915,1,2,0.5,300
